ID,Data,Nivel_de_conhecimento,Nota,Conteudo_abordado,Didatica_do_professor,Material_de_apoio,Espaco_do_evento,Comentario_geral
1901,2025-03-15,Conhecimento básico,5,Modelagem de dados,Intermediária,Documentação,Sem acústica,"A explicação sobre visualizações foi muito boa, mas eu gostaria de mais exemplos práticos."
1902,2025-03-15,Conhecimento básico,1,Criação de dashboards,Objetiva,Vídeos,Confortável,"O evento foi bom, mas o local não ajudou muito na acústica."
1903,2025-03-15,Nenhum conhecimento,5,Modelagem de dados,Intermediária,Exercícios práticos,Com muitas cadeiras,Gostei muito dos exemplos práticos apresentados.
1904,2025-03-15,Conhecimento avançado,4,Modelagem de dados,Clara,Slides,Com muitas cadeiras,"Espaço muito confortável, mas a acústica precisa melhorar."
1905,2025-03-15,Conhecimento básico,3,DAX e Power Query,Com muitos exemplos,Vídeos,Com muitas cadeiras,"Excelente didática, fácil de entender."
1906,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Clara,Slides,Com muitas cadeiras,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
1907,2025-03-15,Conhecimento básico,2,Modelagem de dados,Clara,Slides,Muito amplo,Faltou mais tempo de prática para fixar o conteúdo.
1908,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Intermediária,Exercícios práticos,Sem acústica,"O evento foi bom, mas o local não ajudou muito na acústica."
1909,2025-03-15,Conhecimento básico,1,Criação de dashboards,Intermediária,Apostila,Muito amplo,"O conteúdo foi interessante, mas muito teórico."
1910,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Intermediária,Documentação,Muito amplo,Fiquei com dúvidas sobre como aplicar alguns conceitos na prática.
1911,2025-03-15,Conhecimento básico,1,DAX e Power Query,Confusa,Apostila,Confortável,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1912,2025-03-15,Nenhum conhecimento,2,Conectando fontes de dados,Com muitos exemplos,Vídeos,Pouco ventilado,"Material de apoio muito bom, gostei dos vídeos."
1913,2025-03-15,Conhecimento básico,4,Análise de dados avançada,Objetiva,Exercícios práticos,Confortável,"Gostei dos slides, mas os vídeos poderiam ter sido mais explicativos."
1914,2025-03-15,Conhecimento básico,2,DAX e Power Query,Clara,Apostila,Pouco ventilado,"A parte prática foi a melhor, espero que tenha mais exercícios no futuro."
1915,2025-03-15,Nenhum conhecimento,4,Modelagem de dados,Intermediária,Apostila,Com muitas cadeiras,O evento poderia ser mais longo para abordar mais tópicos.
1916,2025-03-15,Conhecimento avançado,2,Modelagem de dados,Com muitos exemplos,Vídeos,Muito amplo,A parte de visualização de dados foi bem interessante.
1917,2025-03-15,Nenhum conhecimento,4,Introdução ao Power BI,Com muitos exemplos,Slides,Confortável,Fiquei um pouco perdido na parte de modelagem de dados.
1918,2025-03-15,Conhecimento avançado,4,Análise de dados avançada,Com muitos exemplos,Apostila,Com muitas cadeiras,"Gostei dos exemplos, mas acho que poderiam ser mais realistas."
1919,2025-03-15,Conhecimento avançado,5,Criação de dashboards,Com muitos exemplos,Apostila,Confortável,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1920,2025-03-15,Nenhum conhecimento,5,Conectando fontes de dados,Confusa,Exercícios práticos,Com muitas cadeiras,"Espaço muito confortável, mas a acústica precisa melhorar."
1921,2025-03-15,Conhecimento avançado,4,Introdução ao Power BI,Intermediária,Documentação,Com muitas cadeiras,"O professor foi ótimo, mas o material de apoio não estava tão claro."
1922,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Confusa,Vídeos,Pouco ventilado,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
1923,2025-03-15,Conhecimento avançado,4,Conectando fontes de dados,Objetiva,Apostila,Sem acústica,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
1924,2025-03-15,Nenhum conhecimento,4,Análise de dados avançada,Intermediária,Slides,Muito amplo,"O evento foi interessante, mas o professor poderia ter envolvido mais os participantes."
1925,2025-03-15,Conhecimento avançado,1,DAX e Power Query,Com muitos exemplos,Apostila,Muito amplo,Eu gostaria que o professor tivesse feito mais demonstrações ao vivo.
1926,2025-03-15,Nenhum conhecimento,3,Criação de dashboards,Clara,Vídeos,Pouco ventilado,"O espaço foi confortável, mas a iluminação poderia ser melhor."
1927,2025-03-15,Conhecimento básico,4,Análise de dados avançada,Objetiva,Exercícios práticos,Confortável,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
1928,2025-03-15,Conhecimento básico,2,DAX e Power Query,Intermediária,Documentação,Pouco ventilado,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1929,2025-03-15,Conhecimento avançado,5,Modelagem de dados,Intermediária,Documentação,Muito amplo,"Achei a palestra boa, mas o local estava com pouca ventilação."
1930,2025-03-15,Conhecimento avançado,5,Criação de dashboards,Clara,Vídeos,Sem acústica,"Muito bom, aprendi conceitos novos que eu não sabia."
1931,2025-03-15,Conhecimento básico,1,Modelagem de dados,Intermediária,Documentação,Sem acústica,"O tempo foi suficiente, mas eu gostaria de mais exemplos ao vivo."
1932,2025-03-15,Nenhum conhecimento,3,Conectando fontes de dados,Clara,Slides,Sem acústica,"Ótima palestra, aprendi muito!"
1933,2025-03-15,Conhecimento avançado,5,Análise de dados avançada,Com muitos exemplos,Exercícios práticos,Pouco ventilado,"Muito bom, aprendi conceitos novos que eu não sabia."
1934,2025-03-15,Conhecimento avançado,1,Introdução ao Power BI,Clara,Exercícios práticos,Com muitas cadeiras,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1935,2025-03-15,Conhecimento básico,3,Conectando fontes de dados,Intermediária,Slides,Sem acústica,"O evento foi bom, mas o local não tinha boa acústica."
1936,2025-03-15,Conhecimento avançado,5,Criação de dashboards,Com muitos exemplos,Documentação,Confortável,"Conteúdo bom, mas poderia ser mais aprofundado."
1937,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Objetiva,Slides,Confortável,"Achei a parte de modelagem de dados muito interessante, mas poderia ser mais prática."
1938,2025-03-15,Conhecimento básico,1,Introdução ao Power BI,Confusa,Apostila,Confortável,As explicações sobre visualizações de dados foram muito boas.
1939,2025-03-15,Nenhum conhecimento,1,Análise de dados avançada,Clara,Apostila,Muito amplo,"A parte prática foi a melhor, espero que tenha mais exercícios no futuro."
1940,2025-03-15,Conhecimento básico,5,Introdução ao Power BI,Intermediária,Apostila,Muito amplo,Achei que o evento foi muito bem organizado.
1941,2025-03-15,Nenhum conhecimento,2,Modelagem de dados,Confusa,Apostila,Sem acústica,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1942,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Objetiva,Exercícios práticos,Muito amplo,"O evento foi bom, mas o local não ajudou muito na acústica."
1943,2025-03-15,Nenhum conhecimento,4,Criação de dashboards,Objetiva,Vídeos,Confortável,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
1944,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Clara,Exercícios práticos,Confortável,"A organização do evento foi muito boa, tudo correu sem problemas."
1945,2025-03-15,Conhecimento básico,2,Conectando fontes de dados,Clara,Vídeos,Muito amplo,Tive dificuldade para entender algumas partes sobre Power Query.
1946,2025-03-15,Conhecimento básico,1,Modelagem de dados,Confusa,Apostila,Confortável,Faltou mais tempo para perguntas e interação com o público.
1947,2025-03-15,Conhecimento básico,2,Criação de dashboards,Com muitos exemplos,Vídeos,Confortável,"Achei a parte de modelagem de dados muito interessante, mas poderia ser mais prática."
1948,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Clara,Documentação,Sem acústica,"O professor foi muito didático, mas o local do evento não ajudou."
1949,2025-03-15,Conhecimento básico,5,DAX e Power Query,Confusa,Apostila,Muito amplo,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
1950,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Com muitos exemplos,Slides,Sem acústica,"Gostei dos exemplos, mas acho que poderiam ser mais realistas."
1951,2025-03-15,Conhecimento básico,3,Criação de dashboards,Com muitos exemplos,Apostila,Sem acústica,Faltou mais tempo para perguntas e interação com o público.
1952,2025-03-15,Conhecimento avançado,5,Análise de dados avançada,Clara,Vídeos,Muito amplo,O evento poderia ser mais longo para abordar mais tópicos.
1953,2025-03-15,Conhecimento avançado,1,Análise de dados avançada,Confusa,Exercícios práticos,Pouco ventilado,"A explicação sobre visualizações foi muito boa, mas eu gostaria de mais exemplos práticos."
1954,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Objetiva,Slides,Confortável,"A explicação sobre visualizações foi muito boa, mas eu gostaria de mais exemplos práticos."
1955,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Intermediária,Exercícios práticos,Sem acústica,"O professor foi ótimo, mas o espaço não ajudou muito."
1956,2025-03-15,Nenhum conhecimento,1,Criação de dashboards,Objetiva,Slides,Muito amplo,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
1957,2025-03-15,Conhecimento avançado,5,Introdução ao Power BI,Objetiva,Documentação,Confortável,"Excelente didática, fácil de entender."
1958,2025-03-15,Conhecimento avançado,5,Criação de dashboards,Objetiva,Apostila,Muito amplo,Achei que a parte de modelagem de dados poderia ser mais prática.
1959,2025-03-15,Conhecimento básico,2,Análise de dados avançada,Clara,Vídeos,Muito amplo,As explicações sobre visualizações de dados foram muito boas.
1960,2025-03-15,Conhecimento avançado,3,Criação de dashboards,Confusa,Slides,Com muitas cadeiras,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
1961,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Clara,Exercícios práticos,Pouco ventilado,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1962,2025-03-15,Conhecimento avançado,3,Modelagem de dados,Clara,Apostila,Confortável,"O espaço era confortável, mas o local estava muito quente."
1963,2025-03-15,Conhecimento avançado,1,DAX e Power Query,Clara,Documentação,Confortável,"O conteúdo sobre DAX foi excelente, muito bem explicado."
1964,2025-03-15,Conhecimento avançado,2,Análise de dados avançada,Clara,Exercícios práticos,Sem acústica,"O espaço foi confortável, mas a iluminação poderia ser melhor."
1965,2025-03-15,Conhecimento avançado,1,Análise de dados avançada,Confusa,Exercícios práticos,Pouco ventilado,Eu gostaria que o professor tivesse feito mais demonstrações ao vivo.
1966,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Intermediária,Slides,Muito amplo,"A parte de DAX foi bem explicada, mas o material poderia ser mais completo."
1967,2025-03-15,Conhecimento avançado,1,Análise de dados avançada,Objetiva,Exercícios práticos,Sem acústica,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
1968,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Intermediária,Apostila,Confortável,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
1969,2025-03-15,Conhecimento avançado,3,Criação de dashboards,Com muitos exemplos,Documentação,Confortável,Eu adoraria ver um módulo mais avançado sobre DAX.
1970,2025-03-15,Conhecimento básico,1,DAX e Power Query,Objetiva,Vídeos,Confortável,"Achei que a quantidade de conteúdo foi boa, mas o ritmo estava um pouco rápido."
1971,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Clara,Slides,Pouco ventilado,Faltou mais tempo de prática para fixar o conteúdo.
1972,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Intermediária,Apostila,Pouco ventilado,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1973,2025-03-15,Conhecimento básico,1,Criação de dashboards,Com muitos exemplos,Apostila,Muito amplo,"A organização do evento foi muito boa, tudo correu sem problemas."
1974,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Clara,Vídeos,Muito amplo,"O evento foi ótimo, mas o local poderia ter mais espaço."
1975,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Clara,Apostila,Com muitas cadeiras,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1976,2025-03-15,Conhecimento avançado,3,Criação de dashboards,Clara,Slides,Confortável,"A parte prática foi a melhor, espero que tenha mais exercícios no futuro."
1977,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Intermediária,Exercícios práticos,Confortável,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
1978,2025-03-15,Conhecimento avançado,3,Criação de dashboards,Intermediária,Vídeos,Com muitas cadeiras,Faltou mais tempo para perguntas e interação com o público.
1979,2025-03-15,Conhecimento básico,2,DAX e Power Query,Com muitos exemplos,Apostila,Com muitas cadeiras,"A parte de DAX foi bem explicada, mas o material poderia ser mais completo."
1980,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Confusa,Vídeos,Com muitas cadeiras,Achei o tempo de palestra bem adequado.
1981,2025-03-15,Conhecimento avançado,1,Conectando fontes de dados,Clara,Apostila,Sem acústica,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1982,2025-03-15,Conhecimento avançado,1,Criação de dashboards,Intermediária,Vídeos,Pouco ventilado,"A explicação sobre visualizações foi muito boa, mas eu gostaria de mais exemplos práticos."
1983,2025-03-15,Nenhum conhecimento,1,Conectando fontes de dados,Intermediária,Apostila,Pouco ventilado,A palestra foi confusa em alguns momentos.
1984,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Objetiva,Apostila,Muito amplo,Faltou mais tempo para perguntas e interação com o público.
1985,2025-03-15,Nenhum conhecimento,5,Modelagem de dados,Clara,Apostila,Muito amplo,Eu gostaria que o professor tivesse feito mais demonstrações ao vivo.
1986,2025-03-15,Conhecimento básico,5,Criação de dashboards,Confusa,Slides,Confortável,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
1987,2025-03-15,Conhecimento básico,5,DAX e Power Query,Intermediária,Vídeos,Confortável,A interação com os participantes poderia ser maior.
1988,2025-03-15,Conhecimento avançado,5,Análise de dados avançada,Clara,Slides,Sem acústica,"O evento foi bom, mas o local não ajudou muito na acústica."
1989,2025-03-15,Nenhum conhecimento,2,Análise de dados avançada,Objetiva,Apostila,Sem acústica,Poderiam ter dado mais exemplos sobre modelagem de dados.
1990,2025-03-15,Conhecimento avançado,1,Criação de dashboards,Clara,Vídeos,Pouco ventilado,"O evento foi bem planejado, mas o tempo para perguntas foi limitado."
1991,2025-03-15,Conhecimento básico,2,Introdução ao Power BI,Clara,Slides,Com muitas cadeiras,Muito bom! Poderiam ter abordado mais sobre DAX.
1992,2025-03-15,Conhecimento avançado,3,Análise de dados avançada,Objetiva,Exercícios práticos,Com muitas cadeiras,"O professor foi ótimo, mas o material de apoio não estava tão claro."
1993,2025-03-15,Conhecimento avançado,2,Análise de dados avançada,Clara,Documentação,Confortável,"O espaço poderia ser mais ventilado, estava quente."
1994,2025-03-15,Conhecimento básico,4,Modelagem de dados,Clara,Vídeos,Com muitas cadeiras,A interação com os participantes poderia ser maior.
